adaptive_sharpness,best_id_acc_train,hessian_top_eigenvalue,hessian_trace,id_acc,id_error,mce_vs_baseline,mode,model_params,ood_acc_mean,ood_acc_sev1,ood_acc_sev2,ood_acc_sev3,ood_acc_sev4,ood_acc_sev5,ood_error_mean,precision,run_name,seed,width_mult
0.031014934182167053,0.9291,23.982540130615234,268.18930875338043,0.9291,0.07089999999999996,1.0061514399436378,student,2797610,0.7015226666666666,0.8447,0.7841933333333333,0.7177533333333332,0.64138,0.5195866666666666,0.2984773333333333,fp32,student_w0.5_fp32_s0,0,0.5
0.03291973099112511,0.9323,28.73369789123535,277.95944595336914,0.9323,0.06769999999999998,1.0400940016869176,student,2797610,0.7139306666666667,0.85356,0.7944533333333333,0.7299666666666667,0.6546666666666667,0.5370066666666666,0.2860693333333333,fp32,student_w0.5_fp32_s1,1,0.5
0.043606143444776535,0.9312,41.5142822265625,592.583722795759,0.9312,0.06879999999999997,,teacher,11173962,0.701484,0.8442466666666667,0.78386,0.71824,0.6405133333333333,0.52056,0.298516,fp32,teacher_fp32_s0,0,1.0
0.04052622243762016,0.9354,36.461856842041016,506.8628205798921,0.9354,0.06459999999999999,,teacher,11173962,0.7230453333333333,0.8595266666666668,0.8043933333333333,0.7401,0.6649533333333333,0.5462533333333333,0.2769546666666667,fp32,teacher_fp32_s1,1,1.0
